5,"September 9, 2009",Coffeetree Books & Brew (See ad pg. ),Songwriter's Jam (7pm),Huntsville ,Wednesday,Live Music,,,,
7,"September 11, 2009",Coffeetree Books & Brew (See ad pg. ),Ken Cooper,Huntsville ,Friday,Live Music,,,,
8,"September 12, 2009",Coffeetree Books & Brew (See ad pg. ),Open Mic Night (7pm),Huntsville,Saturday,Live Music,,,,
12,"September 16, 2009",Coffeetree Books & Brew (See ad pg. ),Songwriter's Jam (7pm),Huntsville,Wednesday,Live Music,,,,
14,"September 18, 2009",Coffeetree Books & Brew (See ad pg. ),"Uncle Bethel, Lisa Carr and Doug Bodzak",Huntsville,Friday,Live Music,,,,
15,"September 19, 2009",Coffeetree Books & Brew (See ad pg. ),Open Mic Night (7pm),Huntsville,Saturday,Live Music,,,,
21,"September 25, 2009",Coffeetree Books & Brew (See ad pg. ),James Smith the Auto Harp Man,Huntsville,Friday,Live Music,,,,
0,"September 4, 2009",Coppertop,Live Music,Huntsville,Friday,Karaoke,,,,
4,"September 8, 2009",Coppertop,HDK Karaoke with Howie,Huntsville,Tuesday,Karaoke,,,,
3,"September 11, 2009",Coppertop,Live Music,,,,,,,
8,"September 15, 2009",Coppertop,HDK Karaoke with Howie,Huntsville,Tuesday,Karaoke,,,,
13,"September 25, 2009",Coopertop,Live Music,,,,,,,
15,"September 21, 2009",Coppertop,HDK Karaoke with Howie,Huntsville,Tuesday,Karaoke,,,,
22,"September 3, 2009",Crossroads (See ad pg. ),Live Music,Huntsville,Thursday,Live Music,,,,
-1,"September 4, 2009",Crossroads (See ad pg. ),Live Music,Huntsville,Friday,Live Music,,,,
0,"September 5, 2009",Crossroads (See ad pg. ),Live Music,Huntsville,Saturday,Live Music,,,,
1,"September 11, 2009",Crossroads (See ad pg. ),Abbey Road Live,Huntsville,Thursday,Live Music,,,,
7,"September 12, 2009",Crossroads (See ad pg. ),Live Music,Huntsville,Wednesday,Live Music,,,,
8,"September 17, 2009",Crossroads (See ad pg. ),Live Music,,,,,,,
13,"September 18, 2009",Crossroads (See ad pg. ),Live Music,Huntsville,Friday,Live Music,,,,
14,"September 19, 2009",Crossroads (See ad pg. ),Live Music,Huntsville,Saturday,Live Music,,,,
,"September 20, 2009",Crossroads (See ad pg. ),Sarah Bettens (of K's Choice) and Marge Loveday,,,,,,,
15,"September 24, 2009",Crossroads (See ad pg. ),Live Music,,,,,,,
20,"September 25, 2009",Crossroads (See ad pg. ),Bishop Black,Huntsville,Friday,Live Music,,,,
21,"September 26, 2009",Crossroads (See ad pg. ),Live Music,Huntsville,Saturday,Live Music,,,,
22,"September 3, 2009",El Dorado Mex Grill,Raul Mejia,Huntsville,Thursday,Live Music,,,,
-1,"September 4, 2009",El Dorado Mex Grill,Raul Mejia,Huntsville,Friday,Live Music,,,,
0,"September 10, 2009",El Dorado Mex Grill,Raul Mejia,Huntsville,Thursday,Live Music,,,,
6,"September 11, 2009",El Dorado Mex Grill,Raul Mejia,Huntsville,Friday,Live Music,,,,
7,"September 17, 2009",El Dorado Mex Grill,Raul Mejia,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,
13,"September 18, 2009",El Dorado Mex Grill,Raul Mejia,Huntsville,Friday,Live Music,,,,,,,,,,,,,,
14,"September 24, 2009",El Dorado Mex Grill,Raul Mejia,Huntsville,Thursday,Live Music,,,,,,,,,,,,,,
20,"September 25, 2009",El Dorado Mex Grill,Raul Mejia,Huntsville,Friday,Live Music,,,,,,,,,,,,,,
21,"September 4, 2009",El Herradura,Edgar  ,Huntsville,Friday,Live Music,,,,,,,,,,,,,,
0,"September 11, 2009",El Herradura,Edgar  ,Huntsville,Friday,Live Music,,,,,,,,,,,,,,
7,"September 18, 2009",El Herradura,Edgar  ,Huntsville,Friday,Live Music,,,,,,,,,,,,,,
14,"September 4, 2009",El Herradura,Edgar  ,Huntsville,Friday,Live Music,,,,,,,,,,,,,,
22,"September 11, 2009",Flying Monkey Arts Center,Walker Street Opry,Huntsville ,Saturday,Live Music,,,,,,,,,,,,,,
3,"September 12, 2009",Flying Monkey Arts Center,Stephaniesid,,,,,,,,,,,,,,,,,
12,"September 26, 2009",Flying Monkey Arts Center,Ranger Rick and the Western Sizzlers,Huntsville,Monday,Live Music,,,,,,,,,,,,,,
20,"September 5, 2009",Flying Monkey Arts Center,"Barnstormers (7pm, $5)",Huntsville,Tuesday,Live Music,,,,,,,,,,,,,,
20,"September 4, 2009",Furniture Factory,Fat Momma,Huntsville,Friday,Live Music, ,,,,,,,,,,,,,
0,"September 5, 2009",Furniture Factory,Jerry Fordham,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,
1,"September 9, 2009",Furniture Factory,Sons of Sanchez,Huntsville,Wednesday,Live Music,,,,,,,,,,,,,,
5,"September 11, 2009",Furniture Factory,Juice ,Huntsville,Friday,Live Music,,,,,,,,,,,,,,
7,"September 12, 2009",Furniture Factory,Rob Aldridge,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,
8,"September 16, 2009",Furniture Factory,Ezell,,,,,,,,,,,,,,,,,
12,"September 18, 2009",Furniture Factory,Breakers,Huntsville,Friday,Live Music,,,,,,,,,,,,,,
14,"September 19, 2009",Furniture Factory,Rob Aldridge,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,
15,"September 23, 2009",Furniture Factory,Chad Bradford Duo,,,,,,,,,,,,,,,,,
19,"September 25, 2009",Furniture Factory,Live Music,Huntsville,Friday,Live Music,,,,,,,,,,,,,,
21,"September 26, 2009",Furniture Factory,Live Music,Huntsville,Saturday,Live Music,,,,,,,,,,,,,,
22,"September 4, 2009",Geno's Pub (Decatur),Karaoke,Decatur,Friday,Karaoke,,,,,,,,,,,,,,
0,"September 7, 2009",Geno's Pub (Decatur),Karaoke,Decatur,Monday,Karaoke,,,,,,,,,,,,,,
3,"September 11, 2009",Geno's Pub (Decatur),Karaoke,Decatur,Friday,Karaoke,,,,,,,,,,,,,,
7,"September 14, 2009",Geno's Pub (Decatur),Karaoke,Decatur,Monday,Karaoke,,,,,,,,,,,,,,
10,"September 18, 2009",Geno's Pub (Decatur),Karaoke,Decatur,Friday,Karaoke,,,,,,,,,,,,,,
14,"September 21, 2009",Geno's Pub (Decatur),Karaoke,Decatur,Monday,Live Music,,,,,,,,,,,,,,
17,"September 25, 2009",Geno's Pub (Decatur),Karaoke,Decatur,Friday,Karaoke,,,,,,,,,,,,,,
21,"September 3, 2009",Glass's Cocktails and Grill (Decatur),Chad Reeves,Decatur,Thursday,Live Music,,,,,,,,,,,,,,
-1,"September 4, 2009",Glass's Cocktails and Grill (Decatur),Rodeo Truckers,Decatur,Friday,Live Music,,,,,,,,,,,,,,
0,"September 5, 2009",Glass's Cocktails and Grill (Decatur),Stop the Car,Decatur,Saturday,Live Music,,,,
1,"September 7, 2009",Glass's Cocktails and Grill (Decatur),Karaoke w/DJ Jeff,Decatur,Monday,Karaoke,,,,
3,"September 8, 2009",Glass's Cocktails and Grill (Decatur),Wild Ride,Decatur,Tuesday,Live Music,,,,
4,"September 9, 2009",Glass's Cocktails and Grill (Decatur),Karaoke w/Louis,Decatur,Wednesday,Karaoke,,,,
5,"September 10, 2009",Glass's Cocktails and Grill (Decatur),Chad Reeves,Decatur,Thursday,Live Music,,,,
6,"September 11, 2009",Glass's Cocktails and Grill (Decatur),Rodeo Truckers,Decatur,Friday,Live Music,,,,
7,"September 12, 2009",Glass's Cocktails and Grill (Decatur),Two Days Gone,Decatur,Saturday,Live Music,,,,
8,"September 14, 2009",Glass's Cocktails and Grill (Decatur),Karaoke,Decatur,Monday,Karaoke,,,,
10,"September 15, 2009",Glass's Cocktails and Grill (Decatur),MayDay,Decatur,Tuesday,Live Music,,,,
11,"September 16, 2009",Glass's Cocktails and Grill (Decatur),Karaoke,Decatur,Wednesday,Karaoke,,,,
12,"September 17, 2009",Glass's Cocktails and Grill (Decatur),Chad Reeves,Decatur,Thursday,Live Music,,,,
13,"September 18, 2009",Glass's Cocktails and Grill (Decatur),Rodeo Truckers,Decatur,Friday,Live Music,,,,
14,"September 19, 2009",Glass's Cocktails and Grill (Decatur),Stop the Car,Decatur,Saturday,Live Music,,,,
15,"September 21, 2009",Glass's Cocktails and Grill (Decatur),Karaoke w/DJ Jeff,Decatur,Monday,Karaoke,,,,
17,"September 22, 2009",Glass's Cocktails and Grill (Decatur),Wild Ride,Decatur,Tuesday,Live Music,,,,
18,"September 23, 2009",Glass's Cocktails and Grill (Decatur),Karaoke w/Louis,Decatur,Wednesday,Karaoke,,,,
19,"September 24, 2009",Glass's Cocktails and Grill (Decatur),Chad Reeves,Decatur,Thursday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
20,"September 25, 2009",Glass's Cocktails and Grill (Decatur),Rodeo Truckers,Decatur,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
21,"September 26, 2009",Glass's Cocktails and Grill (Decatur),Two Days Gone,Decatur,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
22,"September 3, 2009",Halftime Bar and Grill,Karaoke w/ Bryan,Huntsville,Thursday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,
-1,"September 10, 2009",Halftime Bar and Grill,Karaoke w/Bryan,Huntsville,Thursday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,
6,"September 17, 2009",Halftime Bar and Grill,Karaoke w/Bryan,Huntsville,Thursday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,
13,"September 24, 2009",Halftime Bar and Grill,Karaoke w/Bryan,Huntsville,Thursday,Karaoke,,,,,,,,,,,,,,,,,,,,,,,,,
20,"September 4, 2009",Hard Dock Café (Decatur),Kozmic Mama,Decatur,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
0,"September 5, 2009",Hard Dock Café (Decatur),Juke,Decatur,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
1,"September 11, 2009",Hard Dock Café (Decatur),Breakers,Decatur,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
7,"September 12, 2009",Hard Dock Café (Decatur),Booty Shakers,Decatur,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
8,"September 18, 2009",Hard Dock Café (Decatur),Pla' Station,Decatur,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
14,"September 19, 2009",Hard Dock Café (Decatur),Straightforward,Decatur,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
15,"September 25, 2009",Hard Dock Café (Decatur),Fresh,Decatur,Friday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
21,"September 26, 2009",Hard Dock Café (Decatur),Live Music,Decatur,Saturday,Live Music,,,,,,,,,,,,,,,,,,,,,,,,,
